Year,LOG,Date,WOTY,County,City ,Site,Species,Total.Sum.Pool,Number.Females,Number.Males,Trap,ProportionPercent,Sum2017,Sum2018,2017Year_Iowa,2017WOTY_Iowa,2017Total.Sum.Pool_Iowa,2018Year_Iowa,2018WOTY_Iowa,2018Total.Sum.Pool_Iowa
2018,GAT,8/13-8/20,33,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,6,6,0,Gravid Aedes,0.531914894,,,,,,,,
2018,GAT,8/13-8/20,33,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,8/13-8/20,33,Lee ,Fort Madison,206 Ave D JV 2,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,8/13-8/20,33,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,9,9,0,Gravid Aedes,0.79787234,,,,,,,,
2018,GAT,8/13-8/21,33,Des Moines,Burlington,6096 Nikonha Pl,Ae.albopictus,5,5,0,Gravid Aedes,0.443262411,,,,,,,,
2018,GAT,8/13-8/20,33,Polk,Des Moines,XPO #1,Ae.albopictus,11,10,1,Gravid Aedes,0.975177305,,,,,,,,
2018,GAT,8/13-8/20,33,Polk,Des Moines,XPO #2,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,8/13-8/20,33,Polk,Des Moines,XPO #3,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,8/13-8/20,33,Polk,Des Moines,XPO #4,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,8/13-8/20,33,Polk,Des Moines,XPO #5,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,BG,8/22-8/24,34,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,4,4,0,BG Sentinal,0.354609929,,,,,,,,
2018,BG,8/20-8/22,34,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,5,5,0,BG Sentinal,0.443262411,,,,,,,,
2018,BG,8/24-8/27,34,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,6,6,0,BG Sentinal,0.531914894,,,,,,,,
2018,BG,8/20-8/22,34,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,7,7,0,BG Sentinal,0.620567376,,,,,,,,
2018,BG,8/21-8/26,34,Des Moines,Burlington,2332 Herman Ave,Ae.albopictus,2,2,0,BG Sentinal,0.177304965,,,,,,,,
2018,BG,8/21-8/27,34,Des Moines,Burlington,2509 Yoder Dr,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,GAT,8/20-8/27,34,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,8/20-8/27,34,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,8/20-8/27,34,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,8,8,0,Gravid Aedes,0.709219858,,,,,,,,
2018,GAT,8/20-8/27,34,Polk,Des Moines,XPO #1,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,8/20-8/27,34,Polk,Des Moines,XPO #2,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,8/20-8/27,34,Polk,Des Moines,XPO #3,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,8/20-8/27,34,Polk,Des Moines,XPO #4,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,8/20-8/27,34,Polk,Des Moines,XPO #5,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,BG,8/27-8/29,35,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,8/29-8/31,35,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,3,3,0,BG Sentinal,0.265957447,,,,,,,,
2018,BG,8/31-9/4,35,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,3,3,0,BG Sentinal,0.265957447,,,,,,,,
2018,BG,8/27-9/4,35,Des Moines,Burlington,1320 N 9th St,Ae.albopictus,6,6,0,BG Sentinal,0.531914894,,,,,,,,
2018,BG,8/29-8/31,35,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,2,2,0,BG Sentinal,0.177304965,,,,,,,,
2018,BG,8/31-9/4,35,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,17,17,0,BG Sentinal,1.507092199,,,,,,,,
2018,BG,8/31-9/4,35,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,10,9,1,BG Sentinal,0.886524823,,,,,,,,
2018,BG,8/23-9/3,35,Des Moines,Burlington,2332 Herman Ave,Ae.albopictus,6,5,1,BG Sentinal,0.531914894,,,,,,,,
2018,BG,8/26-9/4,35,Des Moines,Burlington,2509 Yoder Dr,Ae.albopictus,2,2,0,BG Sentinal,0.177304965,,,,,,,,
2018,GAT,8/27-9/4,35,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,8/27-9/4,35,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,8/28-8/30,35,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,10,9,1,Gravid Aedes,0.886524823,,,,,,,,
2018,GAT,8/27-9/4,35,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,16,16,0,Gravid Aedes,1.418439716,,,,,,,,
2018,GAT,8/27-9/4,35,Lee,Fort Madison,206 Ave D JV 2,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,8/27-9/4,35,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,8/27-9/4,35,Des Moines,Burlington,522 N 3rd St,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,8/27-9/4,35,Polk,Des Moines,XPO #1,Ae.albopictus,12,12,0,Gravid Aedes,1.063829787,,,,,,,,
2018,GAT,8/27-9/4,35,Polk,Des Moines,XPO #2,Ae.albopictus,5,5,0,Gravid Aedes,0.443262411,,,,,,,,
2018,GAT,8/27-9/4,35,Polk,Des Moines,XPO #3,Ae.albopictus,7,7,0,Gravid Aedes,0.620567376,,,,,,,,
2018,GAT,8/27-9/4,35,Polk,Des Moines,XPO #4,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,8/27-9/4,35,Polk,Des Moines,XPO #5,Ae.albopictus,5,5,0,Gravid Aedes,0.443262411,,,,,,,,
2018,BG,9/4-9/5,36,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,9/7-9/10,36,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,2,2,0,BG Sentinal,0.177304965,,,,,,,,
2018,BG,9/4-9/10,36,Des Moines,Burlington,1320 N 9th St,Ae.albopictus,6,5,1,BG Sentinal,0.531914894,,,,,,,,
2018,BG,9/4-9/5,36,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,2,2,0,BG Sentinal,0.177304965,,,,,,,,
2018,BG,9/5-9/7,36,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,2,2,0,BG Sentinal,0.177304965,,,,,,,,
2018,BG,9/7-9/10,36,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,5,5,0,BG Sentinal,0.443262411,,,,,,,,
2018,BG,9/5-9/7,36,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,9/7-9/10,36,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,9/3-9/9,36,Des Moines,Burlington,2332 Herman Ave,Ae.albopictus,10,9,1,BG Sentinal,0.886524823,,,,,,,,
2018,BG,9/4-9/10,36,Des Moines,Burlington,2509 Yoder Dr,Ae.albopictus,7,6,1,BG Sentinal,0.620567376,,,,,,,,
2018,BG,9/5-9/7,36,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,GAT,9/3-9/10,36,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,9/3-9/10,36,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,9,9,0,Gravid Aedes,0.79787234,,,,,,,,
2018,GAT,9/3-9/10,36,Lee,Fort Madison,206 Ave D JV 2,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,9/3-9/10,36,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,9/4-9/10,36,Des Moines,Burlington,2582 Dumbell Lake,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,9/4-9/10,36,Des Moines,Burlington,6096 Nikonha Pl,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,9/4-9/10,36,Des Moines,Burlington,Crapo Park,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,9/4-9/12,36,Polk,Des Moines,XPO #1,Ae.albopictus,6,6,0,Gravid Aedes,0.531914894,,,,,,,,
2018,GAT,9/4-9/12,36,Polk,Des Moines,XPO #2,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,9/4-9/12,36,Polk,Des Moines,XPO #3,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,9/4-9/12,36,Polk,Des Moines,XPO #4,Ae.albopictus,5,5,0,Gravid Aedes,0.443262411,,,,,,,,
2018,GAT,9/4-9/12,36,Polk,Des Moines,XPO #5,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,BG,9/10-9/18,37,Des Moines,Burlington,1320 N 9th St,Ae.albopictus,9,9,0,BG Sentinal,0.79787234,,,,,,,,
2018,BG,9/12-9/14,37,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,2,2,0,BG Sentinal,0.177304965,,,,,,,,
2018,BG,9/10-9/18,37,Des Moines,Burlington,2332 Herman Ave,Ae.albopictus,73,68,5,BG Sentinal,6.471631206,,,,,,,,
2018,BG,9/10-9/18,37,Des Moines,Burlington,2509 Yoder Dr,Ae.albopictus,8,7,1,BG Sentinal,0.709219858,,,,,,,,
2018,BG,9/12-9/14,37,Lee,Keokuk,101 Navajo CM,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,GAT,9/10-9/17,37,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,9/10-9/17,37,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,3,2,1,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,9/10-9/17,37,Lee,Fort Madison,207 Ave D JV 2,Ae.albopictus,17,16,1,Gravid Aedes,1.507092199,,,,,,,,
2018,GAT,9/10-9/17,37,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,7,7,0,Gravid Aedes,0.620567376,,,,,,,,
2018,GAT,9/10-9/18,37,Des Moines,Burlington,522 N. 3rd St,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,9/10-9/18,37,Des Moines,Burlington,6096 Nikonha Pl,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,9/10-9/18,37,Des Moines,Burlington,Crapo Park,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,9/12-9/19,37,Polk,Des Moines,XPO #1,Ae.albopictus,10,10,0,Gravid Aedes,0.886524823,,,,,,,,
2018,GAT,9/12-9/19,37,Polk,Des Moines,XPO #3,Ae.albopictus,8,7,1,Gravid Aedes,0.709219858,,,,,,,,
2018,GAT,9/12-9/19,37,Polk,Des Moines,XPO #4,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,9/12-9/19,37,Polk,Des Moines,XPO #5,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,BG,9/19-9/21,38,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,9/10-9/24,38,Des Moines,Burlington,1309 N 9th St,Ae.albopictus,8,8,0,BG Sentinal,0.709219858,,,,,,,,
2018,BG,9/21-9/24,38,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,3,3,0,BG Sentinal,0.265957447,,,,,,,,
2018,BG,9/19-9/21,38,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,3,3,0,BG Sentinal,0.265957447,,,,,,,,
2018,BG,9/19-9/21,38,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,9/21-9/24,38,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,9/19-9/21,38,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,9/18-9/23,38,Des Moines,Burlington,2332 Herman Ave,Ae.albopictus,17,17,0,BG Sentinal,1.507092199,,,,,,,,
2018,BG,9/18-9/24,38,Des Moines,Burlington,2509 Yoder Dr,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,GAT,9/18-9/24,38,Des Moines,Burlington,522 N. 3rd St,Ae.albopictus,1,0,1,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,9/18-9/24,38,Des Moines,Burlington,Crapo Park,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,9/18-9/24,38,Des Moines,Burlington,Tama Rd,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,9/19-9/26,38,Polk,Des Moines,XPO #1,Ae.albopictus,13,13,0,Gravid Aedes,1.15248227,,,,,,,,
2018,GAT,9/19-9/26,38,Polk,Des Moines,XPO #2,Ae.albopictus,9,9,0,Gravid Aedes,0.79787234,,,,,,,,
2018,GAT,9/19-9/26,38,Polk,Des Moines,XPO #3,Ae.albopictus,14,10,4,Gravid Aedes,1.241134752,,,,,,,,
2018,GAT,9/19-9/26,38,Polk,Des Moines,XPO #4,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,9/19-9/26,38,Polk,Des Moines,XPO #5,Ae.albopictus,5,5,0,Gravid Aedes,0.443262411,,,,,,,,
2018,BG,9/26-9/29,39,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,9/23-9/28,39,Des Moines,Burlington,2332 Herman Ave,Ae.albopictus,7,7,0,BG Sentinal,0.620567376,,,,,,,,
2018,BG,9/24-9/28,39,Des Moines,Burlington,2509 Yoder Dr,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,GAT,9/24-10/1,39,Lee,Keokuk,101 Navajo CM,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,9/24-10/1,39,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,9/24-10/1,39,Lee,Fort Madison,206 Ave D JV 2,Ae.albopictus,5,5,0,Gravid Aedes,0.443262411,,,,,,,,
2018,GAT,9/24-10/1,39,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,8,8,0,Gravid Aedes,0.709219858,,,,,,,,
2018,GAT,9/24-9/28,39,Des Moines,Burlington,6096 Nikoka St,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,9/26-10/3,39,Polk,Des Moines,XPO #1,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,9/26-10/3,39,Polk,Des Moines,XPO #2,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,9/26-10/3,39,Polk,Des Moines,XPO #3,Ae.albopictus,7,7,0,Gravid Aedes,0.620567376,,,,,,,,
2018,GAT,9/26-10/3,39,Polk,Des Moines,XPO #4,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,10/3-10/10,40,Polk,Des Moines,XPO #1,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,10/3-10/10,40,Polk,Des Moines,XPO #2,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,10/3-10/10,40,Polk,Des Moines,XPO #3,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,10/3-10/10,40,Polk,Des Moines,XPO #4,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,BG,5/25-5/29,22,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,GAT,6/11-6/18,25,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,6/11-6/18,25,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,6/20-6/27,26,Polk,Des Moines,XPO #2,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,6/20-6/27,26,Polk,Des Moines,XPO #5,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,6/26-7/3,27,Polk,Des Moines,XPO #3,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,6/26-7/3,27,Polk,Des Moines,XPO #4,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,6/26-7/3,27,Polk,Des Moines,XPO #5,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,BG,7/2-7/9,28,Des Moines,Burlington,825 Sycamore St,Ae.albopictus,2,2,0,BG Sentinal,0.177304965,,,,,,,,
2018,GAT,7/5-7/11,28,Polk,,Liberty 1,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,7/5-7/11,28,Polk,,Liberty 2,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,BG,7/15-7/22,29,Des Moines,Burlington,2332 Herman Ave,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,GAT,7/9-7/16,29,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,5,5,0,Gravid Aedes,0.443262411,,,,,,,,
2018,GAT,7/9-7/16,29,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,7/9-7/16,29,Lee,Fort Madison,206 Ave D JV 2,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,7/9-7/16,29,Des Moines,Burlington,Crapo Park,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,7/11-7/18,29,Polk,,Liberty 1,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,BG,7/15-7/23,29,Des Moines,Burlington,2509 Yoder Dr,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,7/16-7/23,30,Des Moines,Burlington,825 Sycamore St,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,7/20-7/23,30,Polk,,XPO Junk,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,7/20-7/23,30,Polk,,XPO Woods North,Ae.albopictus,4,4,0,BG Sentinal,0.354609929,,,,,,,,
2018,GAT,7/16-7/23,30,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,GAT,7/16-7/23,30,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,13,13,0,Gravid Aedes,1.15248227,,,,,,,,
2018,GAT,7/16-7/23,30,Des Moines,Burlington,6096 Nikonha Pl,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,7/16-7/23,30,Des Moines,Burlington,Crapo Park,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,7/18-7/27,30,Polk,,Liberty 2,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,7/18-7/27,30,Polk,,Liberty 3,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,BG,7/27-7/30,31,Polk,,XPO Junk,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,7/27-7/30,31,Polk,,XPO Woods North,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,7/27-7/30,31,Polk,,XPO Woods South,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,GAT,7/23-7/30,31,Des Moines,Burlington,10265 Golf Course Rd,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,7/23-7/30,31,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,7/23-7/30,31,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,29,28,1,Gravid Aedes,2.570921986,,,,,,,,
2018,GAT,7/23-7/30,31,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,6,6,0,Gravid Aedes,0.531914894,,,,,,,,
2018,GAT,7/23-7/30,31,Des Moines,Burlington,Crapo Park,Ae.albopictus,5,4,1,Gravid Aedes,0.443262411,,,,,,,,
2018,GAT,7/23-7/30,31,Des Moines,Burlington,Tama Rd,Ae.albopictus,1,1,0,Gravid Aedes,0.088652482,,,,,,,,
2018,GAT,7/23-7/30,31,Polk,Des Moines,XPO #1,Ae.albopictus,7,6,1,Gravid Aedes,0.620567376,,,,,,,,
2018,GAT,7/23-7/30,31,Polk,Des Moines,XPO #3,Ae.albopictus,3,3,0,Gravid Aedes,0.265957447,,,,,,,,
2018,GAT,7/23-7/30,31,Polk,Des Moines,XPO #4,Ae.albopictus,4,4,0,Gravid Aedes,0.354609929,,,,,,,,
2018,GAT,7/23-7/30,31,Polk,Des Moines,XPO #5,Ae.albopictus,2,2,0,Gravid Aedes,0.177304965,,,,,,,,
2018,BG,8/3-8/12,32,Des Moines,Burlington,2332 Herman Ave,Ae.albopictus,22,22,0,BG Sentinal,1.95035461,,,,,,,,
2018,BG,8/3-8/13,32,Des Moines,Burlington,2509 Yoder Dr,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,9/10-9/12,38,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,2,2,0,BG Sentinal,0.177304965,,,,,,,,
2018,BG,9/14-9/17,38,Lee,Fort Madison,12 Ridgewood TW,Ae.albopictus,1,1,0,BG Sentinal,0.088652482,,,,,,,,
2018,BG,9/10-9/12,38,Lee,Fort Madison,1710 Ave B MC,Ae.albopictus,4,4,0,BG Sentinal,0.354609929,,,,,,,,
2018,GAT,9/17-9/24,39,Lee,Fort Madison,206 Ave D JV 1,Ae.albopictus,21,21,0,Gravid Aedes,1.861702128,,,,,,,,
2018,GAT,9/17-9/24,39,Lee,Fort Madison,206 Ave D JV 2,Ae.albopictus,12,11,1,Gravid Aedes,1.063829787,,,,,,,,
2018,GAT,9/17-9/24,39,Lee,Fort Madison,212 16th St TJ,Ae.albopictus,11,11,0,Gravid Aedes,0.975177305,,,,,,,,
,,,,,,,,,,,,,,,,,,,,